movie_clip,valence,arousal,true_val,val_bin_pred,aro_bin_pred,audio_val,val_actual,aro_actual,video_val,,Music Probability,,Correct measure,Match true_val,Correct measure corresponding output,voice_ratio,voice_ratio_updated (>20%),audio_val_actual,
AboutTime_128,0.56,0.31,low,0.28,-0.02,low,0.67,0.78,high,,0.757,,audio_val,stays,low,0,0,low,
AboutTime_129,1,0.38,high,0.46,0.57,low,0.8,0.88,high,,0.806,,audio_val,stays,low,0,0,low,
AboutTime_130,0.75,0.12,high,0.46,0.43,low,0.67,0.78,high,,0.829,,audio_val,stays,low,0,0,low,
AboutTime_131,0.75,0.12,high,0.51,0.32,low,0.67,0.78,high,,0.781,,audio_val,stays,low,0,0,low,
AboutTime_132,0.72,0.19,high,0.45,0.29,low,0.7,0.74,high,,0.103,,video_val,stays,high,0.547067654,0.547067654,high,
AboutTime_133,0.88,0.19,high,0.51,0.4,low,0.8,0.88,high,,0.84,,audio_val,stays,low,0,0,low,
AboutTime_134,0.91,0.25,high,0.36,0.28,low,0.8,0.88,high,,0.822,,audio_val,stays,low,0,0,low,
AboutTime_135,0.91,0.12,high,0.68,0.58,high,0.8,0.88,high,,0.804,,audio_val,stays,high,0,0,low,
AboutTime_136,0.97,0.19,high,0.58,0.42,high,0.8,0.88,high,,0.812,,audio_val,stays,high,0,0,low,
TheJudge_000,0.25,0.38,low,0.31,0.32,low,0.7,0.72,high,,0.064,,video_val,stays,high,0.54663112,0.54663112,high,
TheJudge_001,0.72,0.44,high,0.4,0.42,low,0.8,0.78,high,,0,,video_val,stays,high,0.072611653,0,low,
TheJudge_002,0.22,0.62,low,0.52,0.47,high,0.7,0.72,high,,0.034,,video_val,discarded,high,0.409672712,0.409672712,low,
TheJudge_003,0.09,0.88,low,0.39,0.74,low,0.7,0.72,high,,0.82,,audio_val,stays,low,0,0,low,
TheJudge_004,0.03,0.94,low,0.26,0.74,low,0.7,0.74,high,,0.151,,video_val,stays,high,0.556371134,0.556371134,high,
TheJudge_005,0.09,0.75,low,0.11,0.66,low,0.8,0.78,high,,0.138,,video_val,stays,high,0.185655546,0,low,
TheJudge_006,0.41,0.25,low,0.31,0.22,low,0.67,0.78,high,,0.112,,video_val,stays,high,0.035797785,0,low,
TheJudge_007,0.25,0.19,low,0.27,0.09,low,0.67,0.78,high,,0,,video_val,stays,high,0.224247452,0.224247452,high,
TheJudge_008,0.44,0.44,high,0.35,0.21,low,0.67,0.78,high,,0.058,,video_val,stays,high,0.548650514,0.548650514,high,
TheJudge_009,0.44,0.44,high,0.53,0.26,high,0.67,0.78,high,,0,,video_val,stays,high,0.379147947,0.379147947,high,
TheJudge_010,0.44,0.44,high,0.48,0.28,high,0.8,0.78,high,,0.033,,video_val,stays,high,0.391075211,0.391075211,high,
TheJudge_011,0.28,0.38,low,0.26,0.27,low,0.67,0.78,high,,0.181,,video_val,stays,high,0.486471061,0.486471061,high,
TheJudge_012,0.5,0.38,high,0.33,0.25,low,0.7,0.74,high,,0,,video_val,stays,high,0.067529985,0,low,
TheJudge_013,0.5,0.38,high,0.44,0.49,high,0.7,0.72,high,,0.066,,video_val,stays,high,0.243759597,0.243759597,high,
TheJudge_014,0.28,0.62,low,0.52,0.58,high,0.67,0.78,high,,0.074,,video_val,discarded,high,0.63989071,0.63989071,low,
TheJudge_015,0.25,0.44,low,0.54,0.38,high,0.7,0.74,high,,0.061,,video_val,discarded,high,0.466056878,0.466056878,low,
TheJudge_016,0.22,0.31,low,-0.02,0.29,low,0.7,0.74,high,,0.379,,video_val,stays,high,0.296790903,0.296790903,high,
TheJudge_017,0.47,0.44,high,0.67,0.45,high,0.67,0.78,high,,0.58,,audio_val,stays,high,0,0,low,
TheJudge_018,0.28,0.62,low,0.62,0.6,high,0.62,0.69,high,,0.331,,video_val,discarded,high,0.510474951,0.510474951,low,
TheJudge_019,0.47,0.5,high,0.49,0.38,high,0.67,0.78,high,,0.74,,audio_val,stays,high,0,0,low,
TheJudge_020,0.59,0.44,high,0.44,0.3,high,0.67,0.78,high,,0.346,,video_val,stays,high,0.390579834,0.390579834,high,
TheJudge_021,0.53,0.44,high,0.37,0.51,low,0.63,0.85,high,,0.083,,video_val,stays,high,0.616390818,0.616390818,high,
TheJudge_022,0.25,0.38,low,0.29,0.47,low,0.57,0.79,high,,0,,video_val,stays,high,0.483426337,0.483426337,high,
TheJudge_023,0.22,0.62,low,0.21,0.62,low,0.7,0.72,high,,0.032,,video_val,stays,high,0.517598943,0.517598943,high,
TheJudge_024,0.38,0.31,low,0.52,0.41,high,0.67,0.78,high,,0.112,,video_val,discarded,high,0.316549654,0.316549654,low,
TheJudge_025,0.5,0.62,high,0.47,0.67,high,0.8,0.78,high,,0.015,,video_val,stays,high,0.520890968,0.520890968,high,
TheJudge_026,0.25,0.38,low,0.43,0.42,high,0.8,0.88,high,,0.42,,video_val,discarded,high,0.888374574,0.888374574,low,
TheJudge_027,0.75,0.5,high,0.69,0.43,high,0.67,0.78,high,,0.524,,audio_val,stays,high,0,0,low,
TheJudge_028,0.72,0.5,high,0.58,0.37,high,0.67,0.78,high,,0.588,,audio_val,stays,high,0,0,low,
TheJudge_029,0.5,0.44,high,0.26,0.24,low,0.7,0.74,high,,0.767,,audio_val,stays,low,0,0,low,
TheJudge_030,0.34,0.62,low,0.67,0.49,high,0.67,0.78,high,,0.329,,video_val,discarded,high,0.682000135,0.682000135,low,
TheJudge_031,0.44,0.62,high,0.43,0.47,high,0.67,0.78,high,,0.176,,video_val,stays,high,0.4192322,0.4192322,high,
TheJudge_032,0.38,0.5,low,0.31,0.55,low,0.7,0.74,high,,0.32,,video_val,stays,high,0.467181798,0.467181798,high,
TheJudge_033,0.12,0.88,low,0.32,0.81,low,0.67,0.78,high,,0.526,,audio_val,stays,low,0,0,low,
TheJudge_034,0.06,0.94,low,0.18,0.79,low,0.67,0.78,high,,0.233,,video_val,stays,high,0.647325254,0.647325254,high,
TheJudge_035,0.06,1,low,0.35,0.85,low,0.67,0.77,high,,0.692,,audio_val,stays,low,0,0,low,
TheJudge_036,0.16,0.75,low,0.4,0.67,low,0.67,0.78,high,,0.101,,video_val,stays,high,0.714754494,0.714754494,high,
TheJudge_037,0.09,1,low,0.23,0.74,low,0.62,0.69,high,,0.451,,video_val,stays,high,0.769963026,0.769963026,high,
TheJudge_038,0.16,0.75,low,0.46,0.42,high,0.7,0.74,high,,0.118,,video_val,discarded,high,0.512025745,0.512025745,low,
TheJudge_039,0.19,0.44,low,0.19,0.34,low,0.67,0.78,high,,0.189,,video_val,stays,high,0.321974546,0.321974546,high,
TheJudge_040,0.19,0.56,low,0.24,0.3,low,0.63,0.85,high,,0.158,,video_val,stays,high,0.505273197,0.505273197,high,
TheJudge_041,0,0.56,low,0.24,0.53,low,0.63,0.85,high,,0.54,,audio_val,stays,low,0,0,low,
TheJudge_042,0.06,0.94,low,0.26,0.74,low,0.8,0.88,high,,0.244,,video_val,stays,high,0.807710608,0.807710608,high,
TheJudge_043,0.25,0.75,low,0.26,0.69,low,0.62,0.69,high,,0.326,,video_val,stays,high,0.697473681,0.697473681,high,
TheJudge_044,0.28,0.75,low,0.29,0.7,low,0.62,0.69,high,,0.083,,video_val,stays,high,0.561959618,0.561959618,high,
TheJudge_045,0.03,1,low,0.16,0.8,low,0.67,0.78,high,,0.313,,video_val,stays,high,0.620596556,0.620596556,high,
TheJudge_046,0.59,0.12,high,0.43,0.41,high,0.8,0.88,high,,0.638,,audio_val,stays,high,0,0,low,
TheJudge_047,0.78,0.06,high,0.36,0.31,low,0.67,0.78,high,,0.759,,audio_val,stays,low,0,0,low,
TheJudge_048,0.81,0.25,high,0.33,0.59,low,0.67,0.78,high,,0.855,,audio_val,stays,low,0,0,low,
TheJudge_049,0.66,0.06,high,0.43,0.47,high,0.67,0.78,high,,0.878,,audio_val,stays,high,0,0,low,
TheJudge_050,0.88,0.31,high,0.35,0.49,low,0.8,0.88,high,,0.849,,audio_val,stays,low,0,0,low,
TheJudge_051,0.47,0.44,high,0.54,0.38,high,0.62,0.69,high,,0.455,,video_val,stays,high,0.431301278,0.431301278,high,
TheJudge_052,0.44,0.56,high,0.32,0.24,low,0.67,0.78,high,,0.257,,video_val,stays,high,0.500666164,0.500666164,high,
TheJudge_053,0.41,0.5,low,0.24,0.32,low,0.62,0.69,high,,0.521,,audio_val,stays,low,0,0,low,
TheJudge_054,0.44,0.25,high,0.34,0.31,low,0.6,0.74,high,,0.264,,video_val,stays,high,0.371000466,0.371000466,high,
TheJudge_055,0.75,0.56,high,0.37,0.3,low,0.67,0.78,high,,0.37,,video_val,stays,high,0.448554568,0.448554568,high,
TheJudge_056,0.5,0.44,high,0.58,0.43,high,0.67,0.78,high,,0.187,,video_val,stays,high,0.446912067,0.446912067,high,
TheJudge_057,0.16,0.44,low,0.32,0.46,low,0.67,0.78,high,,0.131,,video_val,stays,high,0.470468536,0.470468536,high,
TheJudge_058,0.16,1,low,0.3,0.74,low,0.67,0.78,high,,0.344,,video_val,stays,high,0.740416856,0.740416856,high,
TheJudge_059,0.09,0.88,low,0.28,0.8,low,0.67,0.78,high,,0.107,,video_val,stays,high,0.684087577,0.684087577,high,
TheJudge_060,0.44,0.56,high,0.21,0.42,low,0.8,0.88,high,,0.296,,video_val,stays,high,0.525229742,0.525229742,high,
TheJudge_061,0.25,0.88,low,0.16,0.91,low,0.62,0.69,high,,0.386,,video_val,stays,high,0.735532361,0.735532361,high,
TheJudge_062,0.56,0.44,high,0.44,0.52,high,0.67,0.78,high,,0,,video_val,stays,high,0.219926887,0.219926887,high,
TheJudge_063,0.59,0.62,high,0.43,0.58,high,0.67,0.78,high,,0.226,,video_val,stays,high,0.484620504,0.484620504,high,
TheJudge_064,0.66,0.56,high,0.6,0.48,high,0.62,0.69,high,,0.273,,video_val,stays,high,0.596750204,0.596750204,high,
TheJudge_065,0.62,0.62,high,0.4,0.41,low,0.7,0.74,high,,0.749,,audio_val,stays,low,0,0,low,
TheJudge_066,0.88,0.56,high,0.6,0.51,high,0.8,0.88,high,,0,,video_val,stays,high,0.461516596,0.461516596,high,
TheJudge_067,0.62,0.5,high,0.36,0.35,low,0.7,0.72,high,,0.09,,video_val,stays,high,0.681190261,0.681190261,high,
TheJudge_068,0.91,0.25,high,0.44,0.28,high,0.7,0.72,high,,0.732,,audio_val,stays,high,0,0,low,
TheJudge_069,0.88,0.5,high,0.62,0.53,high,0.67,0.78,high,,0,,video_val,stays,high,0.564272225,0.564272225,high,
TheJudge_070,0.25,0.31,low,0.42,0.24,high,0.67,0.78,high,,0,,video_val,discarded,high,0.416961902,0.416961902,low,
TheJudge_071,0.5,0.38,high,0.17,0.23,low,0.8,0.88,high,,0.03,,video_val,stays,high,0.199687848,0,low,
TheJudge_072,0.28,0.88,low,0.41,0.55,low,0.63,0.85,high,,0.226,,video_val,stays,high,0.646081569,0.646081569,high,
TheJudge_073,0.22,0.56,low,0.31,0.45,low,0.7,0.74,high,,0.097,,video_val,stays,high,0.628597745,0.628597745,high,
TheJudge_074,0.28,0.56,low,0.49,0.42,high,0.57,0.79,high,,0.209,,video_val,discarded,high,0.441733715,0.441733715,low,
TheJudge_075,0.81,0.5,high,0.4,0.38,low,0.8,0.88,high,,0.516,,audio_val,stays,low,0,0,low,
TheJudge_076,0.81,0.5,high,0.42,0.63,high,0.67,0.78,high,,0.482,,video_val,stays,high,0.715152342,0.715152342,high,
TheJudge_077,0.88,0.5,high,0.57,0.51,high,0.67,0.78,high,,0.461,,video_val,stays,high,0.603611565,0.603611565,high,
TheJudge_078,0.84,0.56,high,0.49,0.51,high,0.8,0.88,high,,0.111,,video_val,stays,high,0.658108782,0.658108782,high,
TheJudge_079,0.81,0.88,high,0.38,0.4,low,0.8,0.88,high,,0.547,,audio_val,stays,low,0,0,low,
TheJudge_080,0.72,0.62,high,0.41,0.26,low,0.7,0.74,high,,0.049,,video_val,stays,high,0.378595595,0.378595595,high,
TheJudge_081,0.34,0.5,low,0.39,0.43,low,0.8,0.88,high,,0,,video_val,stays,high,0.386336434,0.386336434,high,
TheJudge_082,0.34,0.44,low,0.34,0.44,low,0.67,0.78,high,,0,,video_val,stays,high,0.485862976,0.485862976,high,
TheJudge_083,0.5,0.44,high,0.56,0.5,high,0.7,0.74,high,,0.018,,video_val,stays,high,0.076897183,0,low,
TheJudge_084,0.06,0.88,low,0.67,0.69,high,0.67,0.78,high,,0.781,,audio_val,discarded,high,0,0,low,
TheJudge_085,0.28,0.44,low,0.82,0.6,high,0.63,0.85,high,,0.084,,video_val,discarded,high,0.160884386,0,low,
TheJudge_086,0.53,0.44,high,0.49,0.39,high,0.8,0.88,high,,0.483,,video_val,stays,high,0.029149793,0,low,
TheJudge_087,0.78,0.5,high,0.71,0.69,high,0.67,0.78,high,,0.248,,video_val,stays,high,0.528085392,0.528085392,high,
TheJudge_088,0.75,0.44,high,0.65,0.62,high,0.67,0.78,high,,0.111,,video_val,stays,high,0.166491242,0,low,
TheJudge_089,0.81,0.38,high,0.57,0.44,high,0.67,0.78,high,,0.449,,video_val,stays,high,0.415103012,0.415103012,high,
TheJudge_090,0.81,0.5,high,0.48,0.39,high,0.8,0.88,high,,0.188,,video_val,stays,high,0.354948483,0.354948483,high,
TheJudge_091,0.72,0.5,high,0.31,0.4,low,0.8,0.88,high,,0.548,,audio_val,stays,low,0,0,low,
TheJudge_092,0.25,0.38,low,0.4,0.28,low,0.7,0.74,high,,0.695,,audio_val,stays,low,0,0,low,
TheJudge_093,0.16,0.19,low,0.37,0.25,low,0.7,0.72,high,,0.722,,audio_val,stays,low,0,0,low,
TheJudge_094,0.84,0.56,high,0.53,0.45,high,0.67,0.78,high,,0.679,,audio_val,stays,high,0,0,low,
TheJudge_095,0.53,0.31,high,0.39,0.24,low,0.7,0.74,high,,0,,video_val,stays,high,0.221098345,0.221098345,high,
TheJudge_096,0.66,0.44,high,0.3,0.28,low,0.8,0.88,high,,0,,video_val,stays,high,0.019412515,0,low,
TheJudge_097,0.59,0.38,high,0.41,0.17,low,0.7,0.74,high,,0,,video_val,stays,high,0.196979239,0,low,
TheJudge_098,0.56,0.31,high,0.18,0.06,low,0.67,0.78,high,,0.747,,audio_val,stays,low,0,0,low,
TheJudge_099,0.78,0.25,high,0.1,0.05,low,0.67,0.78,high,,0.381,,video_val,stays,high,0.240530543,0.240530543,high,
TheJudge_100,0.47,0.44,high,0.11,0.55,low,0.7,0.74,high,,0.423,,video_val,stays,high,0.823977297,0.823977297,high,
TheJudge_101,0.69,0.56,high,0.83,0.64,high,0.8,0.88,high,,0.22,,video_val,stays,high,0.60692604,0.60692604,high,
TheJudge_102,0.97,0.44,high,0.76,0.6,high,0.8,0.88,high,,0.808,,audio_val,stays,high,0,0,low,
TheJudge_103,0.94,0.62,high,0.69,0.71,high,0.63,0.85,high,,0.698,,audio_val,stays,high,0,0,low,
TheJudge_104,0.03,1,low,0.72,0.86,high,0.62,0.69,high,,0.617,,audio_val,discarded,high,0,0,low,
TheJudge_105,0,1,low,0.03,1.02,low,0.67,0.78,high,,0.38,,video_val,stays,high,0.815610172,0.815610172,high,
TheJudge_106,0,1,low,0.51,0.96,high,0.67,0.78,high,,0.389,,video_val,discarded,high,0.627050151,0.627050151,low,
TheJudge_107,0.06,1,low,0.24,1.01,low,0.67,0.78,high,,0.18,,video_val,stays,high,0.757251386,0.757251386,high,
TheJudge_108,0,1,low,0.12,1.04,low,0.8,0.88,high,,0.243,,video_val,stays,high,0.750897853,0.750897853,high,
TheJudge_109,0.06,0.94,low,0.16,0.86,low,0.67,0.78,high,,0.447,,video_val,stays,high,0.805241013,0.805241013,high,
TheJudge_110,0.03,1,low,0.2,0.94,low,0.67,0.78,high,,0.408,,video_val,stays,high,0.655920667,0.655920667,high,
TheJudge_111,0.03,0.94,low,0.3,0.97,low,0.62,0.69,high,,0.159,,video_val,stays,high,0.799655585,0.799655585,high,
TheJudge_112,0.09,0.62,low,0.71,0.5,high,0.67,0.78,high,,0.104,,video_val,discarded,high,0.287002332,0.287002332,low,
TheJudge_113,0.47,0.5,high,0.36,0.27,low,0.7,0.74,high,,0.227,,video_val,stays,high,0.149683169,0,low,
TheJudge_114,0.25,0.44,low,0.32,0.49,low,0.67,0.78,high,,0.195,,video_val,stays,high,0.651471245,0.651471245,high,
TheJudge_115,0.12,0.25,low,0.23,0.19,low,0.67,0.78,high,,0.634,,audio_val,stays,low,0,0,low,
TheJudge_116,0.16,0.38,low,0.35,0.44,low,0.7,0.74,high,,0.748,,audio_val,stays,low,0,0,low,
TheJudge_117,0.59,0.38,high,0.29,0.25,low,0.67,0.78,high,,0.043,,video_val,stays,high,0.308791813,0.308791813,high,
TheJudge_118,0.56,0.44,high,0.4,0.36,low,0.8,0.88,high,,0,,video_val,stays,high,0.312194771,0.312194771,high,
TheJudge_119,0.47,0.5,high,0.22,0.25,low,0.62,0.69,high,,0,,video_val,stays,high,0.320353201,0.320353201,high,
TheJudge_120,0.31,0.38,low,0.28,0.15,low,0.67,0.78,high,,0.022,,video_val,stays,high,0.194761908,0,low,
TheJudge_121,0.56,0.38,high,0.39,0.19,low,0.63,0.85,high,,0,,video_val,stays,high,0.163899736,0,low,
TheJudge_122,0.22,0.88,low,0.36,0.76,low,0.57,0.79,high,,0.842,,audio_val,stays,low,0,0,low,
TheJudge_123,0.53,0.5,high,0.51,0.28,high,0.62,0.69,high,,0.13,,video_val,stays,high,0.501998593,0.501998593,high,
TheJudge_124,0.09,0.69,low,0.29,0.72,low,0.67,0.78,high,,0.075,,video_val,stays,high,0.53772421,0.53772421,high,
TheJudge_125,0.12,1,low,0.16,0.93,low,0.67,0.78,high,,0.255,,video_val,stays,high,0.610645403,0.610645403,high,
TheJudge_126,0.22,0.69,low,0.39,0.63,low,0.7,0.74,high,,0.332,,video_val,stays,high,0.120824064,0,low,
TheJudge_127,0.31,0.38,low,0.22,0.23,low,0.67,0.78,high,,0.132,,video_val,stays,high,0.162533609,0,low,
TheJudge_128,0.16,0.56,low,0.15,0.5,low,0.7,0.72,high,,0.128,,video_val,stays,high,0.447247234,0.447247234,high,
TheJudge_129,0.19,0.75,low,0.44,0.56,high,0.62,0.69,high,,0.268,,video_val,discarded,high,0.589611089,0.589611089,low,
TheJudge_130,0.22,0.75,low,0.21,0.6,low,0.7,0.74,high,,0.025,,video_val,stays,high,0.278911152,0.278911152,high,
TheJudge_131,0.16,0.31,low,0.13,0.19,low,0.67,0.78,high,,0.519,,audio_val,stays,low,0,0,low,
TheJudge_132,0.47,0.31,high,0.15,0.2,low,0.63,0.85,high,,0.745,,audio_val,stays,low,0,0,low,
TheJudge_133,0.34,0.44,low,0.33,0.35,low,0.57,0.79,high,,0.815,,audio_val,stays,low,0,0,low,
TheJudge_134,0.22,0.38,low,0.32,0.19,low,0.66,0.67,high,,0.655,,audio_val,stays,low,0,0,low,
TheJudge_135,0.19,0.25,low,0.34,0.29,low,0.67,0.78,high,,0.797,,audio_val,stays,low,0,0,low,
TheJudge_136,0.44,0.25,high,0.31,0.05,low,0.7,0.74,high,,0.184,,video_val,stays,high,0.016481521,0,low,
TheJudge_137,0.31,0.62,low,0.46,0.36,high,0.67,0.78,high,,0.221,,video_val,discarded,high,0.556444845,0.556444845,low,
TheJudge_138,0.34,0.5,low,0.43,0.24,high,0.7,0.74,high,,0.031,,video_val,discarded,high,0.368922663,0.368922663,low,
TheJudge_139,0.25,0.88,low,0.34,0.58,low,0.67,0.78,high,,0,,video_val,stays,high,0.596751548,0.596751548,high,
TheJudge_140,0.16,1,low,0.19,0.94,low,0.7,0.74,high,,0.036,,video_val,stays,high,0.670701677,0.670701677,high,
TheJudge_141,0.25,0.5,low,0.31,0.41,low,0.8,0.88,high,,0.029,,video_val,stays,high,0.648593993,0.648593993,high,
TheJudge_142,0.12,0.56,low,0.35,0.47,low,0.8,0.88,high,,0,,video_val,stays,high,0.407483278,0.407483278,high,
TheJudge_143,0.66,0.31,high,0.4,0.26,low,0.8,0.78,high,,0.024,,video_val,stays,high,0.032496885,0,low,
TheJudge_144,0.75,0.31,high,0.39,0.3,low,0.8,0.88,high,,0.433,,video_val,stays,high,0.10617558,0,low,
TheJudge_145,0.56,0.31,high,0.29,0.22,low,0.67,0.78,high,,0.758,,audio_val,stays,low,0,0,low,
TheJudge_146,0.84,0.38,high,0.49,0.55,high,0.8,0.88,high,,0.043,,video_val,stays,high,0.44929943,0.44929943,high,
TheJudge_147,0.81,0.5,high,0.67,0.54,high,0.7,0.74,high,,0,,video_val,stays,high,0.453483875,0.453483875,high,
TheJudge_148,0.97,0.12,high,0.37,0.21,low,0.57,0.79,high,,0.509,,audio_val,stays,low,0,0,low,
TheJudge_149,0.5,0.31,high,0.26,0.09,low,0.67,0.78,high,,0,,video_val,stays,high,0.081671018,0,low,
TheJudge_150,0.66,0.25,high,0.41,0.29,low,0.67,0.78,high,,0.126,,video_val,stays,high,0.060996517,0,low,
TheJudge_151,0.84,0.5,high,0.39,0.23,low,0.7,0.74,high,,0.034,,video_val,stays,high,0.288002071,0.288002071,high,
TheJudge_152,0.53,0.5,high,0.58,0.53,high,0.67,0.78,high,,0,,video_val,stays,high,0.407799676,0.407799676,high,
TheJudge_153,0.88,0.19,high,0.38,0.44,low,0.8,0.78,high,,0.484,,video_val,stays,high,0.041886264,0,low,
Wonder_000,0.19,0.88,low,0.29,0.74,low,0.67,0.78,high,,0.5,,video_val,stays,high,0.858239813,0.858239813,high,
Wonder_001,0.28,0.38,low,0.37,0.42,low,0.62,0.69,high,,0.789,,audio_val,stays,low,0,0,low,
Wonder_002,0.53,0.25,high,0.52,0.49,high,0.53,0.62,high,,0.189,,video_val,stays,high,0.698975869,0.698975869,high,
Wonder_003,0.69,0.38,high,0.47,0.51,low,0.62,0.69,high,,0.247,,video_val,stays,high,0.266017079,0.266017079,high,
Wonder_004,0.53,0.38,high,0.48,0.44,low,0.67,0.78,high,,0.29,,video_val,stays,high,0.736434801,0.736434801,high,
Wonder_005,0.81,0.38,high,0.54,0.39,high,0.67,0.78,high,,0.269,,video_val,stays,high,0.451667855,0.451667855,high,
Wonder_006,1,0.75,high,0.45,0.78,low,0.63,0.85,high,,0.876,,audio_val,stays,low,0,0,low,
Wonder_007,0.66,0.31,high,0.58,0.52,high,0.8,0.88,high,,0.749,,audio_val,stays,high,0,0,low,
Wonder_008,0.84,0.19,high,0.55,0.4,high,0.8,0.88,high,,0.326,,video_val,stays,high,0.144074669,0,low,
Wonder_009,0.66,0.31,high,0.52,0.38,high,0.7,0.74,high,,0,,video_val,stays,high,0.042961304,0,low,
Wonder_010,0.62,0.5,high,0.35,0.38,low,0.67,0.78,high,,0.43,,video_val,stays,high,0.545893802,0.545893802,high,
Wonder_011,0.75,0.31,high,0.53,0.3,high,0.62,0.69,high,,0.398,,video_val,stays,high,0.390424662,0.390424662,high,
Wonder_012,0.53,0.5,high,0.52,0.37,high,0.7,0.72,high,,0.8,,audio_val,stays,high,0,0,low,
Wonder_013,0.03,0.44,low,0.72,0.68,high,0.6,0.74,high,,0.227,,video_val,discarded,high,0.240623596,0.240623596,low,
Wonder_014,0.09,0.56,low,0.49,0.76,low,0.7,0.74,high,,0.692,,audio_val,stays,low,0,0,low,
Wonder_015,0.12,0.38,low,0.39,0.5,low,0.67,0.78,high,,0.069,,video_val,stays,high,0.124010357,0,low,
Wonder_016,0.09,0.88,low,0.52,0.69,high,0.8,0.88,high,,0.059,,video_val,discarded,high,0.195764882,0,low,
Wonder_017,0.34,0.31,low,0.61,0.4,high,0.8,0.78,high,,0.056,,video_val,discarded,high,0.076145669,0,low,
Wonder_018,0.66,0.31,high,0.49,0.36,low,0.62,0.69,high,,0.263,,video_val,stays,high,0.563796301,0.563796301,high,
Wonder_019,0.34,0.31,low,0.45,0.36,low,0.62,0.69,high,,0,,video_val,stays,high,0.119338923,0,low,
Wonder_020,0.38,0.31,low,0.44,0.26,low,0.8,0.78,high,,0.139,,video_val,stays,high,0.233516469,0.233516469,high,
Wonder_021,0.09,0.69,low,0.47,0.61,low,0.67,0.78,high,,0.365,,video_val,stays,high,0.339607291,0.339607291,high,
Wonder_022,0.38,0.38,low,0.32,0.49,low,0.62,0.69,high,,0.032,,video_val,stays,high,0.161230297,0,low,
Wonder_023,0.22,0.62,low,0.31,0.61,low,0.67,0.78,high,,0.042,,video_val,stays,high,0.410712649,0.410712649,high,
Wonder_024,0.69,0.31,high,0.36,0.28,low,0.7,0.74,high,,0.062,,video_val,stays,high,0.351636874,0.351636874,high,
Wonder_025,0.81,0.31,high,0.59,0.34,high,0.7,0.74,high,,0.699,,audio_val,stays,high,0,0,low,
Wonder_026,0.88,0.19,high,0.59,0.37,high,0.67,0.78,high,,0.811,,audio_val,stays,high,0,0,low,
Wonder_027,0.72,0.25,high,0.53,0.31,high,0.8,0.88,high,,0.815,,audio_val,stays,high,0,0,low,
Wonder_028,0.81,0.38,high,0.31,0.43,low,0.7,0.74,high,,0.76,,audio_val,stays,low,0,0,low,
Wonder_029,0.38,0.56,low,0.39,0.51,low,0.67,0.78,high,,0.028,,video_val,stays,high,0.480047342,0.480047342,high,
Wonder_030,0.47,0.38,low,0.63,0.51,high,0.7,0.74,high,,0,,video_val,discarded,high,0.492076642,0.492076642,low,
Wonder_031,0.41,0.44,low,0.24,0.35,low,0.67,0.78,high,,0,,video_val,stays,high,0.487785506,0.487785506,high,
Wonder_032,0.78,0.56,high,0.61,0.43,high,0.62,0.69,high,,0.764,,audio_val,stays,high,0,0,low,
Wonder_033,0.34,0.31,low,0.4,0.26,low,0.67,0.78,high,,0.268,,video_val,stays,high,0.249098632,0.249098632,high,
Wonder_034,0.34,0.06,low,0.34,0.22,low,0.67,0.78,high,,0.828,,audio_val,stays,low,0,0,low,
Wonder_035,0.47,0.38,low,0.45,0.37,low,0.8,0.78,high,,0.136,,video_val,stays,high,0.373201267,0.373201267,high,
Wonder_036,0.69,0.44,high,0.39,0.3,low,0.8,0.88,high,,0.579,,audio_val,stays,low,0,0,low,
Wonder_037,0.56,0.44,high,0.6,0.63,high,0.7,0.74,high,,0.21,,video_val,stays,high,0.205363414,0.205363414,high,
Wonder_038,0.62,0.44,high,0.49,0.54,low,0.67,0.78,high,,0.037,,video_val,stays,high,0.517155462,0.517155462,high,
Wonder_039,0.78,0.5,high,0.73,0.59,high,0.67,0.78,high,,0.033,,video_val,stays,high,0.456047482,0.456047482,high,
Wonder_040,0.94,0.69,high,0.6,0.63,high,0.8,0.78,high,,0.747,,audio_val,stays,high,0,0,low,
Wonder_041,0.91,0.56,high,0.57,0.71,high,0.7,0.74,high,,0.265,,video_val,stays,high,0.613354614,0.613354614,high,
Wonder_042,0.88,0.56,high,0.7,0.7,high,0.63,0.85,high,,0.244,,video_val,stays,high,0.531861498,0.531861498,high,
Wonder_043,0.97,0.81,high,0.67,0.59,high,0.8,0.78,high,,0.937,,audio_val,stays,high,0,0,low,
Wonder_044,0.84,0.5,high,0.62,0.65,high,0.66,0.67,high,,0.882,,audio_val,stays,high,0,0,low,
Wonder_045,0.94,0.44,high,0.58,0.58,high,0.8,0.88,high,,0.893,,audio_val,stays,high,0,0,low,
Wonder_046,0.88,0.44,high,0.6,0.34,high,0.8,0.88,high,,0.912,,audio_val,stays,high,0,0,low,
Wonder_047,0.81,0.38,high,0.55,0.45,high,0.7,0.74,high,,0.903,,audio_val,stays,high,0,0,low,
Wonder_048,0.75,0.38,high,0.38,0.39,low,0.67,0.78,high,,0.721,,audio_val,stays,low,0,0,low,
Wonder_049,0.62,0.38,high,0.38,0.38,low,0.67,0.78,high,,0.121,,video_val,stays,high,0.407187788,0.407187788,high,
Wonder_050,0.94,0.12,high,0.58,0.27,high,0.7,0.74,high,,0.159,,video_val,stays,high,0.387650957,0.387650957,high,
